SchoolDBN,SchoolYear,TermID,CourseCode,SectionID,Course name,PeriodID,Cycle Day,Capacity,Remaining Capacity,Gender,Teacher Name,Room,Mapped Course,Mapped Section,ErrDescription,Bell Schedule Name
02M475,2024-2025,2,EES82QFC,20,FR COMPOSITION 2,7,11111,27,0,0,,,,,,A
02M475,2024-2025,2,EES82QFC,21,FR COMPOSITION 2,8,11111,27,2,0,,,,,,A
02M475,2024-2025,2,EES82QFC,22,FR COMPOSITION 2,8,11111,28,4,0,,,,,,A
02M475,2024-2025,2,EES82QFC,23,FR COMPOSITION 2,8,11111,27,2,0,,,,,,A
02M475,2024-2025,2,EES82QFC,24,FR COMPOSITION 2,9,11111,25,0,0,,,,,,A
02M475,2024-2025,2,EES82QFC,25,FR COMPOSITION 2,9,11111,27,1,0,,,,,,A
02M475,2024-2025,2,EES82QFC,26,FR COMPOSITION 2,9,11111,27,0,0,,,,,,A
02M475,2024-2025,2,EES82QFC,27,FR COMPOSITION 2,9,11111,28,1,0,,,,,,A
02M475,2024-2025,2,EES82QFC,28,FR COMPOSITION 2,10,11111,25,0,0,,,,,,A
02M475,2024-2025,2,EES82QFC,29,FR COMPOSITION 2,10,11111,28,2,0,,,,,,A
02M475,2024-2025,2,EES82QFC,30,FR COMPOSITION 2,10,11111,28,3,0,,,,,,A
02M475,2024-2025,2,EES82QFC,31,FR COMPOSITION 2,10,11111,27,-1,0,,,,,,A
02M475,2024-2025,2,EES83,50,ENGLISH 10 TERM 1,11,00000,2,0,0,,,,,,A
02M475,2024-2025,2,EES84,50,ENGLISH 10 TERM 2,11,00000,1,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,1,FOUNDATIONS OF LITERATURE 2,1,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,2,FOUNDATIONS OF LITERATURE 2,1,11111,33,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,3,FOUNDATIONS OF LITERATURE 2,2,11111,34,2,0,,,,,,A
02M475,2024-2025,2,EES84QEL,4,FOUNDATIONS OF LITERATURE 2,2,11111,32,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,5,FOUNDATIONS OF LITERATURE 2,3,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,6,FOUNDATIONS OF LITERATURE 2,3,11111,34,1,0,,,,,,A
02M475,2024-2025,2,EES84QEL,7,FOUNDATIONS OF LITERATURE 2,4,11111,34,3,0,,,,,,A
02M475,2024-2025,2,EES84QEL,8,FOUNDATIONS OF LITERATURE 2,4,11111,32,1,0,,,,,,A
02M475,2024-2025,2,EES84QEL,9,FOUNDATIONS OF LITERATURE 2,4,11111,33,2,0,,,,,,A
02M475,2024-2025,2,EES84QEL,10,FOUNDATIONS OF LITERATURE 2,5,11111,32,1,0,,,,,,A
02M475,2024-2025,2,EES84QEL,11,FOUNDATIONS OF LITERATURE 2,5,11111,33,2,0,,,,,,A
02M475,2024-2025,2,EES84QEL,12,FOUNDATIONS OF LITERATURE 2,6,11111,32,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,13,FOUNDATIONS OF LITERATURE 2,6,11111,33,1,0,,,,,,A
02M475,2024-2025,2,EES84QEL,14,FOUNDATIONS OF LITERATURE 2,6,11111,33,4,0,,,,,,A
02M475,2024-2025,2,EES84QEL,15,FOUNDATIONS OF LITERATURE 2,7,11111,32,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,16,FOUNDATIONS OF LITERATURE 2,7,11111,32,2,0,,,,,,A
02M475,2024-2025,2,EES84QEL,17,FOUNDATIONS OF LITERATURE 2,7,11111,34,2,0,,,,,,A
02M475,2024-2025,2,EES84QEL,18,FOUNDATIONS OF LITERATURE 2,7,11111,33,1,0,,,,,,A
02M475,2024-2025,2,EES84QEL,19,FOUNDATIONS OF LITERATURE 2,8,11111,33,3,0,,,,,,A
02M475,2024-2025,2,EES84QEL,20,FOUNDATIONS OF LITERATURE 2,8,11111,33,2,0,,,,,,A
02M475,2024-2025,2,EES84QEL,21,FOUNDATIONS OF LITERATURE 2,8,11111,33,5,0,,,,,,A
02M475,2024-2025,2,EES84QEL,22,FOUNDATIONS OF LITERATURE 2,9,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,23,FOUNDATIONS OF LITERATURE 2,9,11111,33,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,24,FOUNDATIONS OF LITERATURE 2,9,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,25,FOUNDATIONS OF LITERATURE 2,10,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES84QEL,26,FOUNDATIONS OF LITERATURE 2,10,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86,50,ENGLISH 11 2 OF 2,11,00000,1,0,0,,,,,,A
02M475,2024-2025,2,EES86QAM,1,AMERICAN LIT ENG 6,1,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86QAM,2,AMERICAN LIT ENG 6,2,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86QAM,3,AMERICAN LIT ENG 6,2,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86QAM,4,AMERICAN LIT ENG 6,3,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86QAM,5,AMERICAN LIT ENG 6,6,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86QAM,6,AMERICAN LIT ENG 6,7,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86QAM,7,AMERICAN LIT ENG 6,7,11111,34,1,0,,,,,,A
02M475,2024-2025,2,EES86QAM,8,AMERICAN LIT ENG 6,8,11111,34,1,0,,,,,,A
02M475,2024-2025,2,EES86QAM,9,AMERICAN LIT ENG 6,8,11111,34,1,0,,,,,,A
02M475,2024-2025,2,EES86QAM,10,AMERICAN LIT ENG 6,9,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86QAM,11,AMERICAN LIT ENG 6,10,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86QAM,12,AMERICAN LIT ENG 6,10,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86QDR,1,DRAMA ENG6,3,11111,16,1,0,,,,,,A
02M475,2024-2025,2,EES86QDR,2,DRAMA ENG6,4,11111,14,3,0,,,,,,A
02M475,2024-2025,2,EES86QHA,1,ASIAN AMERICAN LIT ENG6,1,11111,16,0,0,,,,,,A
02M475,2024-2025,2,EES86QHA,2,ASIAN AMERICAN LIT ENG6,4,11111,16,1,0,,,,,,A
02M475,2024-2025,2,EES86QMC,1,WRITING TO MAKE CHANGE ENG6,5,11111,19,0,0,,,,,,A
02M475,2024-2025,2,EES86QMC,2,WRITING TO MAKE CHANGE ENG6,6,11111,17,0,0,,,,,,A
02M475,2024-2025,2,EES86QPW,1,POETRY ENG6,2,11111,17,0,0,,,,,,A
02M475,2024-2025,2,EES86QPW,2,POETRY ENG6,9,11111,18,0,0,,,,,,A
02M475,2024-2025,2,EES86QPW,3,POETRY ENG6,10,11111,17,0,0,,,,,,A
02M475,2024-2025,2,EES86QWW,1,WRITERS WKSP ENG6,7,11111,16,2,0,,,,,,A
02M475,2024-2025,2,EES86QWW,2,WRITERS WKSP ENG6,8,11111,16,0,0,,,,,,A
02M475,2024-2025,2,EES86X2,1,AP ENG LANG - AMERICAN LITERARY HISTORY,5,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86X2,2,AP ENG LANG - AMERICAN LITERARY HISTORY,9,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86X4,1,AP ENG LANG - DEFINING AMERICAN VOICES,1,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86X4,2,AP ENG LANG - DEFINING AMERICAN VOICES,5,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86X8,1,AP ENG LANG - CONTEMPORARIES CLASSICS,7,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86X8,2,AP ENG LANG - CONTEMPORARIES CLASSICS,8,11111,34,1,0,,,,,,A
02M475,2024-2025,2,EES86XB,1,AP ENG LANG - AMER PLACES & PERSPECTIVES,3,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES86XB,2,AP ENG LANG - AMER PLACES & PERSPECTIVES,4,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES88,50,ENGLISH 12 2 OF 2,11,00000,1,0,0,,,,,,A
02M475,2024-2025,2,EES88CEE,1,EXISTENTIALISM ENG8,3,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES88CEE,2,EXISTENTIALISM ENG8,6,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES88QDR,1,DRAMA ENG8,3,11111,18,0,0,,,,,,A
02M475,2024-2025,2,EES88QDR,2,DRAMA ENG8,4,11111,20,2,0,,,,,,A
02M475,2024-2025,2,EES88QFS,1,SCIENCE FICTION ENG8,3,11111,34,1,0,,,,,,A
02M475,2024-2025,2,EES88QFS,2,SCIENCE FICTION ENG8,8,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES88QHA,1,ASIAN AMERICAN LIT ENG8,1,11111,18,0,0,,,,,,A
02M475,2024-2025,2,EES88QHA,2,ASIAN AMERICAN LIT ENG8,4,11111,17,0,0,,,,,,A
02M475,2024-2025,2,EES88QMC,1,WRITING TO MAKE CHANGE ENG8,5,11111,15,0,0,,,,,,A
02M475,2024-2025,2,EES88QMC,2,WRITING TO MAKE CHANGE ENG8,6,11111,17,2,0,,,,,,A
02M475,2024-2025,2,EES88QPW,1,POETRY ENG8,2,11111,17,0,0,,,,,,A
02M475,2024-2025,2,EES88QPW,2,POETRY ENG8,9,11111,16,0,0,,,,,,A
02M475,2024-2025,2,EES88QPW,3,POETRY ENG8,10,11111,17,0,0,,,,,,A
02M475,2024-2025,2,EES88QSF,1,SCIENCE FICTION ENG8,3,11111,34,34,0,,,,,,A
02M475,2024-2025,2,EES88QSF,2,SCIENCE FICTION ENG8,8,11111,34,34,0,,,,,,A
02M475,2024-2025,2,EES88QSL,1,SHAKESPEAREAN LIT ENG8,1,11111,34,3,0,,,,,,A
02M475,2024-2025,2,EES88QSL,2,SHAKESPEAREAN LIT ENG8,2,11111,34,1,0,,,,,,A
02M475,2024-2025,2,EES88QWR,1,WRITING IN THE WORLD ENG8,2,11111,33,3,0,,,,,,A
02M475,2024-2025,2,EES88QWR,2,WRITING IN THE WORLD ENG8,3,11111,33,5,0,,,,,,A
02M475,2024-2025,2,EES88QWR,3,WRITING IN THE WORLD ENG8,3,11111,32,1,0,,,,,,A
02M475,2024-2025,2,EES88QWR,4,WRITING IN THE WORLD ENG8,4,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES88QWR,5,WRITING IN THE WORLD ENG8,5,11111,31,6,0,,,,,,A
02M475,2024-2025,2,EES88QWR,6,WRITING IN THE WORLD ENG8,5,11111,31,3,0,,,,,,A
02M475,2024-2025,2,EES88QWR,7,WRITING IN THE WORLD ENG8,6,11111,33,3,0,,,,,,A
02M475,2024-2025,2,EES88QWR,8,WRITING IN THE WORLD ENG8,9,11111,33,6,0,,,,,,A
02M475,2024-2025,2,EES88QWR,9,WRITING IN THE WORLD ENG8,9,11111,33,3,0,,,,,,A
02M475,2024-2025,2,EES88QWV,1,WOMENS VOICES ENG8,8,11111,34,7,0,,,,,,A
02M475,2024-2025,2,EES88QWV,2,WOMENS VOICES ENG8,9,11111,34,9,0,,,,,,A
02M475,2024-2025,2,EES88QWW,1,WRITERS WKSP ENG8,7,11111,16,2,0,,,,,,A
02M475,2024-2025,2,EES88QWW,2,WRITERS WKSP ENG8,8,11111,16,3,0,,,,,,A
02M475,2024-2025,2,EES88X4,1,AP ENG LIT - GREAT BOOKS,4,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES88X4,2,AP ENG LIT - GREAT BOOKS,5,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES88X6,1,AP ENG LIT - SOCIETY & SELF,2,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES88X6,2,AP ENG LIT - SOCIETY & SELF,7,11111,34,1,0,,,,,,A
02M475,2024-2025,2,EES88XGP,1,AP ENG LIT GLOBAL PERSPECTIVES,2,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EES88XGP,2,AP ENG LIT GLOBAL PERSPECTIVES,6,11111,34,0,0,,,,,,A
02M475,2024-2025,2,EJS11,1,ADV JOURNALISM,10,11111,34,16,0,,,,,,A
02M475,2024-2025,2,FFS11QJ,1,FRENCH CAPSTONE BILITERACY PROJECT,11,00000,34,34,0,,,,,,A
02M475,2024-2025,2,FFS62,50,FRENCH I  2 OF 2,11,00000,1,0,0,,,,,,A
02M475,2024-2025,2,FFS62QE,1,FRENCH I  2 OF 2 ENRICHED,4,11111,34,2,0,,,,,,A
02M475,2024-2025,2,FFS62QE,2,FRENCH I  2 OF 2 ENRICHED,5,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FFS62QE,3,FRENCH I  2 OF 2 ENRICHED,6,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FFS64,1,FRENCH II   2 OF 2,1,11111,27,1,0,,,,,,A
02M475,2024-2025,2,FFS64,2,FRENCH II   2 OF 2,2,11111,27,2,0,,,,,,A
02M475,2024-2025,2,FFS64,3,FRENCH II   2 OF 2,9,11111,28,0,0,,,,,,A
02M475,2024-2025,2,FFS66,1,FRENCH III  2 OF 2,4,11111,27,0,0,,,,,,A
02M475,2024-2025,2,FFS66,2,FRENCH III  2 OF 2,5,11111,28,0,0,,,,,,A
02M475,2024-2025,2,FFS66,3,FRENCH III  2 OF 2,6,11111,27,2,0,,,,,,A
02M475,2024-2025,2,FFS88X,1,AP FRENCH IV 2 OF 2,2,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FFS88X,2,AP FRENCH IV 2 OF 2,9,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FGS11QJ,1,GERMAN CAPSTONE BILITERACY PROJECT,11,00000,34,34,0,,,,,,A
02M475,2024-2025,2,FGS62,1,GERMAN I  2 OF 2,1,11111,34,1,0,,,,,,A
02M475,2024-2025,2,FGS62,2,GERMAN I  2 OF 2,2,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FGS64,1,GERMAN II  2 OF 2,4,11111,34,1,0,,,,,,A
02M475,2024-2025,2,FGS66,1,GERMAN III  2 OF 2,7,11111,27,0,0,,,,,,A
02M475,2024-2025,2,FGS88X,1,AP GERMAN LANGUAGE AND CULTURE 2 OF 2,8,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FJS11QJ,1,JAPANESE CAPSTONE BILITERACY PROJECT,11,00000,34,34,0,,,,,,A
02M475,2024-2025,2,FJS62,1,JAPANESE I 2 OF 2,7,11111,33,1,0,,,,,,A
02M475,2024-2025,2,FJS62,2,JAPANESE I 2 OF 2,8,11111,33,3,0,,,,,,A
02M475,2024-2025,2,FJS64,1,JAPANESE II 2 OF 2,2,11111,34,3,0,,,,,,A
02M475,2024-2025,2,FJS64,2,JAPANESE II 2 OF 2,3,11111,34,1,0,,,,,,A
02M475,2024-2025,2,FJS66,1,JAPANESE III 2 OF 2,4,11111,29,0,0,,,,,,A
02M475,2024-2025,2,FJS88X,1,AP JAPANESE IV 2 OF 2,9,11111,25,0,0,,,,,,A
02M475,2024-2025,2,FLS11QJ,1,LATIN CAPSTONE BILITERACY PROJECT,11,00000,34,34,0,,,,,,A
02M475,2024-2025,2,FLS62QE,1,LATIN I ENRICHED 2 OF 2,8,11111,34,1,0,,,,,,A
02M475,2024-2025,2,FLS62QE,2,LATIN I ENRICHED 2 OF 2,9,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FLS64,1,LATIN II   2 OF 2,5,11111,33,0,0,,,,,,A
02M475,2024-2025,2,FLS66,1,LATIN III  2 OF 2,3,11111,35,0,0,,,,,,A
02M475,2024-2025,2,FLS88X,1,AP LATIN IV 2 OF 2,6,11111,32,0,0,,,,,,A
02M475,2024-2025,2,FMS11QJ,1,MANDARIN CAPSTONE BILITERACY PROJECT,11,00000,34,34,0,,,,,,A
02M475,2024-2025,2,FMS62QE,1,MANDARIN I 2 OF 2 ENRICHED,3,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FMS62QE,2,MANDARIN I 2 OF 2 ENRICHED,4,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FMS62QE,3,MANDARIN I 2 OF 2 ENRICHED,5,11111,33,0,0,,,,,,A
02M475,2024-2025,2,FMS62QE,4,MANDARIN I 2 OF 2 ENRICHED,6,11111,33,1,0,,,,,,A
02M475,2024-2025,2,FMS62QE,5,MANDARIN I 2 OF 2 ENRICHED,8,11111,34,2,0,,,,,,A
02M475,2024-2025,2,FMS62QE,6,MANDARIN I 2 OF 2 ENRICHED,9,11111,34,1,0,,,,,,A
02M475,2024-2025,2,FMS62QE,7,MANDARIN I 2 OF 2 ENRICHED,10,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FMS64,1,MANDARIN II 2 OF 2,1,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FMS64,2,MANDARIN II 2 OF 2,2,11111,32,0,0,,,,,,A
02M475,2024-2025,2,FMS64,3,MANDARIN II 2 OF 2,3,11111,32,1,0,,,,,,A
02M475,2024-2025,2,FMS64,4,MANDARIN II 2 OF 2,4,11111,31,2,0,,,,,,A
02M475,2024-2025,2,FMS64,5,MANDARIN II 2 OF 2,5,11111,31,0,0,,,,,,A
02M475,2024-2025,2,FMS64,6,MANDARIN II 2 OF 2,7,11111,33,5,0,,,,,,A
02M475,2024-2025,2,FMS64,7,MANDARIN II 2 OF 2,6,11111,31,0,0,,,,,,A
02M475,2024-2025,2,FMS64,8,MANDARIN II 2 OF 2,7,11111,32,2,0,,,,,,A
02M475,2024-2025,2,FMS64,9,MANDARIN II 2 OF 2,8,11111,32,1,0,,,,,,A
02M475,2024-2025,2,FMS66,1,MANDARIN III 2 OF 2,1,11111,33,0,0,,,,,,A
02M475,2024-2025,2,FMS66,2,MANDARIN III 2 OF 2,2,11111,33,2,0,,,,,,A
02M475,2024-2025,2,FMS66,3,MANDARIN III 2 OF 2,3,11111,27,0,0,,,,,,A
02M475,2024-2025,2,FMS66,4,MANDARIN III 2 OF 2,4,11111,27,4,0,,,,,,A
02M475,2024-2025,2,FMS66,5,MANDARIN III 2 OF 2,9,11111,30,2,0,,,,,,A
02M475,2024-2025,2,FMS66,6,MANDARIN III 2 OF 2,10,11111,30,1,0,,,,,,A
02M475,2024-2025,2,FMS88X,1,AP CHINESE IV 2 OF 2,1,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FMS88X,2,AP CHINESE IV 2 OF 2,7,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FMS88X,3,AP CHINESE IV 2 OF 2,8,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FSS11QJ,1,SPANISH CAPSTONE BILITERACY PROJECT,11,00000,34,34,0,,,,,,A
02M475,2024-2025,2,FSS62QE,1,SPANISH I  2 OF 2 ENRICHED,1,11111,33,1,0,,,,,,A
02M475,2024-2025,2,FSS62QE,2,SPANISH I  2 OF 2 ENRICHED,2,11111,34,2,0,,,,,,A
02M475,2024-2025,2,FSS62QE,3,SPANISH I  2 OF 2 ENRICHED,2,11111,33,1,0,,,,,,A
02M475,2024-2025,2,FSS62QE,4,SPANISH I  2 OF 2 ENRICHED,3,11111,34,1,0,,,,,,A
02M475,2024-2025,2,FSS62QE,5,SPANISH I  2 OF 2 ENRICHED,7,11111,33,0,0,,,,,,A
02M475,2024-2025,2,FSS62QE,6,SPANISH I  2 OF 2 ENRICHED,8,11111,34,4,0,,,,,,A
02M475,2024-2025,2,FSS64QE,1,SPANISH II 2 OF 2 ENRICHED,1,11111,34,1,0,,,,,,A
02M475,2024-2025,2,FSS64QE,2,SPANISH II 2 OF 2 ENRICHED,2,11111,34,4,0,,,,,,A
02M475,2024-2025,2,FSS64QE,3,SPANISH II 2 OF 2 ENRICHED,3,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FSS64QE,4,SPANISH II 2 OF 2 ENRICHED,3,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FSS64QE,5,SPANISH II 2 OF 2 ENRICHED,5,11111,34,2,0,,,,,,A
02M475,2024-2025,2,FSS64QE,6,SPANISH II 2 OF 2 ENRICHED,6,11111,33,2,0,,,,,,A
02M475,2024-2025,2,FSS64QE,7,SPANISH II 2 OF 2 ENRICHED,6,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FSS64QE,8,SPANISH II 2 OF 2 ENRICHED,7,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FSS64QE,9,SPANISH II 2 OF 2 ENRICHED,9,11111,34,1,0,,,,,,A
02M475,2024-2025,2,FSS64QE,10,SPANISH II 2 OF 2 ENRICHED,10,11111,34,1,0,,,,,,A
02M475,2024-2025,2,FSS64QE,11,SPANISH II 2 OF 2 ENRICHED,10,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FSS66,1,SPANISH III   2 OF 2,1,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FSS66,2,SPANISH III   2 OF 2,2,11111,33,0,0,,,,,,A
02M475,2024-2025,2,FSS66,3,SPANISH III   2 OF 2,3,11111,33,1,0,,,,,,A
02M475,2024-2025,2,FSS66,4,SPANISH III   2 OF 2,4,11111,33,2,0,,,,,,A
02M475,2024-2025,2,FSS66,5,SPANISH III   2 OF 2,4,11111,33,1,0,,,,,,A
02M475,2024-2025,2,FSS66,6,SPANISH III   2 OF 2,5,11111,33,0,0,,,,,,A
02M475,2024-2025,2,FSS66,7,SPANISH III   2 OF 2,5,11111,33,1,0,,,,,,A
02M475,2024-2025,2,FSS66,8,SPANISH III   2 OF 2,6,11111,33,1,0,,,,,,A
02M475,2024-2025,2,FSS66,9,SPANISH III   2 OF 2,7,11111,32,1,0,,,,,,A
02M475,2024-2025,2,FSS66,10,SPANISH III   2 OF 2,8,11111,32,1,0,,,,,,A
02M475,2024-2025,2,FSS66,11,SPANISH III   2 OF 2,8,11111,33,1,0,,,,,,A
02M475,2024-2025,2,FSS66,12,SPANISH III   2 OF 2,9,11111,32,-1,0,,,,,,A
02M475,2024-2025,2,FSS66,13,SPANISH III   2 OF 2,9,11111,33,0,0,,,,,,A
02M475,2024-2025,2,FSS66,14,SPANISH III   2 OF 2,10,11111,34,0,0,,,,,,A
02M475,2024-2025,2,FSS88QT,1,SPANISH IV 2 OF 2 HISPANIC THEMES,4,11111,26,1,0,,,,,,A
02M475,2024-2025,2,FSS88X,1,AP SPAN LANG IV 2 OF 2,5,11111,32,1,0,,,,,,A
02M475,2024-2025,2,FSS88X,2,AP SPAN LANG IV 2 OF 2,6,11111,32,0,0,,,,,,A
02M475,2024-2025,2,HBS22X,1,AP PSYCHOLOGY 2 OF 2,7,11111,32,0,0,,,,,,A
02M475,2024-2025,2,HES11,1,ECONOMICS,2,11111,34,1,0,,,,,,A
02M475,2024-2025,2,HES11,2,ECONOMICS,3,11111,31,-2,0,,,,,,A
02M475,2024-2025,2,HES11,3,ECONOMICS,5,11111,29,-1,0,,,,,,A
02M475,2024-2025,2,HES11,4,ECONOMICS,6,11111,31,1,0,,,,,,A
02M475,2024-2025,2,HES11,5,ECONOMICS,7,11111,31,1,0,,,,,,A
02M475,2024-2025,2,HES11,7,ECONOMICS,8,11111,32,1,0,,,,,,A
02M475,2024-2025,2,HES11QG,1,INT US GOVT AND POLITICS 2 OF 2,2,11111,34,1,0,,,,,,A
02M475,2024-2025,2,HES11QG,2,INT US GOVT AND POLITICS 2 OF 2,3,11111,34,1,0,,,,,,A
