Student ID,Last Name,First Name,Year,Official Class,Course,Section
19,,,2024,,PPS82QB,6
19,,,2024,,HGS42,5
19,,,2024,,MGS22QT,3
19,,,2024,,SBS22H,15
19,,,2024,,ZQ01,1
19,,,2024,,ZQ01,1
19,,,2024,,ZQ01,1
19,,,2024,,ZQ01,1
19,,,2024,,ZQ01,1
19,,,2024,,ZQ01,1
19,,,2024,,ZQFB7,7
19,,,2024,,ZQFB8,8
19,,,2024,,ZQFB8,8
19,,,2024,,ZQFB8,8
20,,,2024,,FFS62QE,2
20,,,2024,,ZLUN,6
20,,,2024,,PPS82QB,6
20,,,2024,,AHS11,5
20,,,2024,,SBS22H,3
20,,,2024,,MGS22QT,19
20,,,2024,,HGS42,18
20,,,2024,,EES82QFC,6
20,,,2024,,ZQFB1,1
20,,,2024,,ZQFB1,1
20,,,2024,,ZQFB1,1
20,,,2024,,ZQFB1,1
20,,,2024,,ZQFB1,1
20,,,2024,,ZQFB1,1
20,,,2024,,ZQFB7,7
20,,,2024,,ZQFB7,7
20,,,2024,,ZQFB7,7
20,,,2024,,ZQ10,10
21,,,2024,,FFS62QE,2
21,,,2024,,ZLUN,4
21,,,2024,,PPS82QB,5
21,,,2024,,AHS11,2
21,,,2024,,SBS22H,17
21,,,2024,,MGS22QT,15
21,,,2024,,HGS42,7
21,,,2024,,EES82QFC,23
21,,,2024,,ZQ01,1
21,,,2024,,ZQ01,1
21,,,2024,,ZQ01,1
21,,,2024,,ZQ01,1
21,,,2024,,ZQ01,1
21,,,2024,,ZQFB6,6
21,,,2024,,ZQFB6,6
21,,,2024,,ZQFB6,6
21,,,2024,,ZQFA9,9
21,,,2024,,ZQFA9,9
22,,,2024,,FFS62QE,2
22,,,2024,,ZLUN,7
22,,,2024,,PPS82QB,1
22,,,2024,,AHS11,10
22,,,2024,,EES82QFC,10
22,,,2024,,SBS22H,2
22,,,2024,,HGS42,14
22,,,2024,,MGS22QT,19
22,,,2024,,ZQFB1,1
22,,,2024,,ZQFB1,1
22,,,2024,,ZQFB3,3
22,,,2024,,ZQFB3,3
22,,,2024,,ZQFB3,3
22,,,2024,,ZQFB3,3
22,,,2024,,ZQFB3,3
22,,,2024,,ZQFB3,3
22,,,2024,,ZQFB3,3
22,,,2024,,ZQ10,10
23,,,2024,,FFS62QE,1
23,,,2024,,AHS11,10
23,,,2024,,EES82QFC,27
23,,,2024,,MGS22QT,6
23,,,2024,,ZLUN,7
23,,,2024,,HGS42,22
23,,,2024,,PPS82QB,5
23,,,2024,,SBS22H,8
23,,,2024,,ZQ01,1
23,,,2024,,ZQ02,2
23,,,2024,,ZQ02,2
23,,,2024,,ZQ02,2
23,,,2024,,ZQ02,2
23,,,2024,,ZQ02,2
23,,,2024,,ZQ02,2
23,,,2024,,ZQ02,2
23,,,2024,,ZQ02,2
23,,,2024,,ZQ02,2
24,,,2024,,ZQT10,1
24,,,2024,,FFS62QE,1
24,,,2024,,ZLUN,8
24,,,2024,,AHS11,7
24,,,2024,,PPS82QB,5
24,,,2024,,HGS42,3
24,,,2024,,MGS22QT,7
24,,,2024,,EES82QFC,2
24,,,2024,,SBS22H,12
24,,,2024,,ZQ09,9
24,,,2024,,ZQ09,9
25,,,2024,,UDS11Q2,1
25,,,2024,,FFS62QE,3
25,,,2024,,SBS22X,3
25,,,2024,,ZLUN,8
25,,,2024,,AHS11,6
25,,,2024,,HGS42,23
25,,,2024,,PPS82QB,8
25,,,2024,,EES82QFC,20
25,,,2024,,MGS22QT,2
25,,,2024,,ZQFB3,3
25,,,2024,,ZQFB3,3
25,,,2024,,ZQFB3,3
25,,,2024,,ZQFB3,3
25,,,2024,,ZQFB3,3
25,,,2024,,ZQFB3,3
25,,,2024,,ZQFB9,9
25,,,2024,,ZQFB9,9
26,,,2024,,UDS11Q2,1
26,,,2024,,FFS62QE,1
26,,,2024,,SBS22X,4
26,,,2024,,ZLUN,8
26,,,2024,,AHS11,7
26,,,2024,,HGS42,22
26,,,2024,,PPS82QB,6
26,,,2024,,EES82QFC,24
26,,,2024,,MGS22QT,7
26,,,2024,,ZQ01,1
26,,,2024,,ZQ01,1
26,,,2024,,ZQ01,1
26,,,2024,,ZQ01,1
26,,,2024,,ZQ01,1
26,,,2024,,ZQ01,1
26,,,2024,,ZQ01,1
26,,,2024,,ZQ01,1
26,,,2024,,ZQ01,1
26,,,2024,,ZQ01,1
27,,,2024,,FFS62QE,1
27,,,2024,,ZLUN,7
27,,,2024,,SBS22X,7
27,,,2024,,MGS22QT,18
27,,,2024,,PPS82QB,2
27,,,2024,,HGS42,12
27,,,2024,,AHS11,2
27,,,2024,,EES82QFC,16
27,,,2024,,ZQ01,1
27,,,2024,,ZQ01,1
27,,,2024,,ZQFB3,3
27,,,2024,,ZQFB3,3
27,,,2024,,ZQFB3,3
27,,,2024,,ZQFB3,3
27,,,2024,,ZQFB3,3
27,,,2024,,ZQFB3,3
27,,,2024,,ZQFB9,9
27,,,2024,,ZQFB9,9
28,,,2024,,FFS62QE,3
28,,,2024,,ZLUN,7
28,,,2024,,SBS22X,1
28,,,2024,,MGS22QT,9
28,,,2024,,PPS82QB,8
28,,,2024,,HGS42,18
28,,,2024,,AHS11,12
28,,,2024,,EES82QFC,14
28,,,2024,,ZQ01,1
28,,,2024,,ZQ01,1
28,,,2024,,ZQFA3,3
28,,,2024,,ZQFA3,3
28,,,2024,,ZQFA3,3
28,,,2024,,ZQFA3,3
28,,,2024,,ZQFA3,3
28,,,2024,,ZQFA3,3
28,,,2024,,ZQFB9,9
28,,,2024,,ZQFB9,9
29,,,2024,,FFS62QE,2
29,,,2024,,ZLUN,4
29,,,2024,,SBS22X,6
29,,,2024,,PPS82QB,6
29,,,2024,,AHS11,8
29,,,2024,,MGS22QT,7
29,,,2024,,HGS42,3
29,,,2024,,EES82QFC,30
29,,,2024,,ZQ01,1
29,,,2024,,ZQ01,1
29,,,2024,,ZQ01,1
29,,,2024,,ZQ01,1
29,,,2024,,ZQ01,1
29,,,2024,,ZQ01,1
29,,,2024,,ZQFB7,7
29,,,2024,,ZQFB7,7
29,,,2024,,ZQFA9,9
29,,,2024,,ZQFA9,9
30,,,2024,,FFS62QE,3
30,,,2024,,ZLUN,4
30,,,2024,,SBS22X,6
30,,,2024,,PPS82QB,8
30,,,2024,,AHS11,3
30,,,2024,,MGS22QT,5
30,,,2024,,HGS42,23
30,,,2024,,EES82QFC,2
30,,,2024,,ZQ05,5
30,,,2024,,ZQ05,5
30,,,2024,,ZQ07,7
30,,,2024,,ZQ07,7
30,,,2024,,ZQ07,7
30,,,2024,,ZQ07,7
31,,,2024,,FFS62QE,1
31,,,2024,,ZLUN,7
31,,,2024,,SBS22X,7
31,,,2024,,PPS82QB,7
31,,,2024,,AHS11,7
31,,,2024,,MGS22QT,14
31,,,2024,,HGS42,5
31,,,2024,,EES82QFC,5
31,,,2024,,ZQ01,1
31,,,2024,,ZQ01,1
31,,,2024,,ZQ01,1
31,,,2024,,ZQ01,1
31,,,2024,,ZQ01,1
31,,,2024,,ZQ01,1
31,,,2024,,ZQ01,1
31,,,2024,,ZQFB8,8
31,,,2024,,ZQFB9,9
31,,,2024,,ZQFB9,9
32,,,2024,,ZQPD1,2
32,,,2024,,FFS62QE,1
32,,,2024,,ZLUN,6
32,,,2024,,SBS22X,1
32,,,2024,,PPS82QB,8
32,,,2024,,AHS11,12
32,,,2024,,EES82QFC,23
32,,,2024,,HGS42,11
32,,,2024,,MGS22QT,15
32,,,2024,,ZQFA3,3
32,,,2024,,ZQFA3,3
32,,,2024,,ZQFA3,3
32,,,2024,,ZQFA3,3
32,,,2024,,ZQFA3,3
32,,,2024,,ZQFA3,3
32,,,2024,,ZQFB9,9
32,,,2024,,ZQFB9,9
33,,,2024,,FFS62QE,2
33,,,2024,,ZLUN,4
33,,,2024,,PWS82QA,5
33,,,2024,,AHS11,10
33,,,2024,,MGS22QT,8
33,,,2024,,SBS22H,18
33,,,2024,,HGS42,3
33,,,2024,,EES82QFC,20
33,,,2024,,ZQ01,1
33,,,2024,,ZQ01,1
33,,,2024,,ZQ01,1
33,,,2024,,ZQ01,1
33,,,2024,,ZQ01,1
33,,,2024,,ZQFA6,6
33,,,2024,,ZQFA6,6
33,,,2024,,ZQFA6,6
33,,,2024,,ZQFA9,9
33,,,2024,,ZQFA9,9
34,,,2024,,FFS62QE,2
34,,,2024,,ZLUN,4
34,,,2024,,PWS82QA,6
34,,,2024,,AHS11,9
34,,,2024,,EES82QFC,22
34,,,2024,,SBS22H,6
34,,,2024,,HGS42,13
34,,,2024,,MGS22QT,1
34,,,2024,,ZQFB2,2
34,,,2024,,ZQFB2,2
34,,,2024,,ZQFB2,2
34,,,2024,,ZQFB2,2
34,,,2024,,ZQFB2,2
34,,,2024,,ZQFB2,2
34,,,2024,,ZQFB2,2
34,,,2024,,ZQFA9,9
34,,,2024,,ZQ10,10
35,,,2024,,FFS62QE,3
35,,,2024,,ZLUN,8
35,,,2024,,AHS11,5
35,,,2024,,PWS82QA,6
35,,,2024,,HGS42,5
35,,,2024,,MGS22QT,11
35,,,2024,,EES82QFC,20
35,,,2024,,SBS22H,3
35,,,2024,,ZQFB1,1
35,,,2024,,ZQFB1,1
35,,,2024,,ZQFB1,1
35,,,2024,,ZQFB1,1
35,,,2024,,ZQFB1,1
35,,,2024,,ZQFB1,1
35,,,2024,,ZQFB1,1
35,,,2024,,ZQFB1,1
35,,,2024,,ZQFA9,9
35,,,2024,,ZQ10,10
36,,,2024,,FFS62QE,1
36,,,2024,,ZLUN,5
36,,,2024,,HGS42,6
36,,,2024,,PWS82QA,1
36,,,2024,,EES82QFC,23
36,,,2024,,AHS11,11
36,,,2024,,MGS22QT,21
36,,,2024,,SBS22H,10
36,,,2024,,ZQ01,1
36,,,2024,,ZQFA2,2
36,,,2024,,ZQFA2,2
36,,,2024,,ZQFA2,2
36,,,2024,,ZQFA2,2
36,,,2024,,ZQFA2,2
36,,,2024,,ZQFA7,7
36,,,2024,,ZQFA7,7
36,,,2024,,ZQFA7,7
36,,,2024,,ZQFA7,7
37,,,2024,,FFS62QE,3
37,,,2024,,ZLUN,5
37,,,2024,,PWS82QA,1
37,,,2024,,SBS22X,6
37,,,2024,,AHS11,5
37,,,2024,,MGS22QT,16
37,,,2024,,HGS42,7
37,,,2024,,EES82QFC,29
37,,,2024,,ZQ01,1
37,,,2024,,ZQFA2,2
37,,,2024,,ZQFA2,2
37,,,2024,,ZQFA2,2
37,,,2024,,ZQFA2,2
37,,,2024,,ZQFA2,2
37,,,2024,,ZQFA2,2
37,,,2024,,ZQFA2,2
37,,,2024,,ZQFA9,9
37,,,2024,,ZQFA9,9
38,,,2024,,FFS62QE,1
38,,,2024,,UAS11,2
38,,,2024,,AHS11,6
38,,,2024,,ZLUN,7
38,,,2024,,EES82QFC,24
38,,,2024,,HGS42,7
38,,,2024,,MGS22QT,14
38,,,2024,,PWS82QB,1
38,,,2024,,SBS22H,1
38,,,2024,,ZQ10,10
39,,,2024,,FFS62QE,1
39,,,2024,,AHS11,10
39,,,2024,,ZLUN,6
39,,,2024,,HGS42,16
39,,,2024,,MGS22QT,19
39,,,2024,,PWS82QB,4
39,,,2024,,EES82QFC,29
39,,,2024,,SBS22H,2
39,,,2024,,ZQ01,1
39,,,2024,,ZQ01,1
39,,,2024,,ZQFB3,3
39,,,2024,,ZQFB3,3
39,,,2024,,ZQFB5,5
39,,,2024,,ZQFB5,5
39,,,2024,,ZQFB5,5
39,,,2024,,ZQFB5,5
39,,,2024,,ZQFB5,5
39,,,2024,,ZQFB5,5
40,,,2024,,FFS62QE,3
40,,,2024,,ZLUN,4
40,,,2024,,PWS82QB,6
40,,,2024,,AHS11,3
40,,,2024,,SBS22H,14
40,,,2024,,MGS22QT,12
40,,,2024,,HGS42,1
40,,,2024,,EES82QFC,3
40,,,2024,,ZQFB7,7
40,,,2024,,ZQFB7,7
40,,,2024,,ZQFB9,9
40,,,2024,,ZQ10,10
41,,,2024,,FFS62QE,3
41,,,2024,,ZLUN,4
41,,,2024,,EES82QFC,24
41,,,2024,,PWS82QB,4
41,,,2024,,HGS42,2
41,,,2024,,SBS22H,14
41,,,2024,,AHS11,3
41,,,2024,,MGS22QT,4
41,,,2024,,ZQFB5,5
41,,,2024,,ZQFB5,5
41,,,2024,,ZQFB7,7
41,,,2024,,ZQFB7,7
41,,,2024,,ZQFB7,7
41,,,2024,,ZQ10,10
42,,,2024,,FFS62QE,1
42,,,2024,,ZLUN,8
42,,,2024,,AHS11,7
42,,,2024,,PWS82QB,1
42,,,2024,,SBS22X,7
42,,,2024,,HGS42,17
42,,,2024,,EES82QFC,18
42,,,2024,,MGS22QT,7
42,,,2024,,ZQ01,1
42,,,2024,,ZQFB2,2
42,,,2024,,ZQFB2,2
42,,,2024,,ZQFB2,2
42,,,2024,,ZQFB2,2
42,,,2024,,ZQFB2,2
42,,,2024,,ZQFB2,2
42,,,2024,,ZQFB2,2
42,,,2024,,ZQFB9,9
42,,,2024,,ZQFB9,9
43,,,2024,,FFS62QE,2
43,,,2024,,ZLUN,6
43,,,2024,,SBS22X,7
43,,,2024,,PPS82QB,3
43,,,2024,,AHS11,10
43,,,2024,,MPS22X,4
43,,,2024,,HGS42,17
43,,,2024,,EES82QFC,4
43,,,2024,,ZQ01,1
43,,,2024,,ZQ01,1
43,,,2024,,ZQ01,1
43,,,2024,,ZQFB4,4
43,,,2024,,ZQFB4,4
43,,,2024,,ZQFB4,4
43,,,2024,,ZQFB4,4
43,,,2024,,ZQFB4,4
43,,,2024,,ZQFB9,9
43,,,2024,,ZQFB9,9
44,,,2024,,FFS62QE,1
44,,,2024,,MRS22H,2
44,,,2024,,ZLUN,7
44,,,2024,,SBS22X,1
44,,,2024,,PPS82QA,1
44,,,2024,,HGS42,19
44,,,2024,,AHS11,11
44,,,2024,,EES82QFC,13
44,,,2024,,ZQFA1,1
44,,,2024,,ZQFA1,1
44,,,2024,,ZQFA3,3
44,,,2024,,ZQFA3,3
44,,,2024,,ZQFA3,3
44,,,2024,,ZQFA3,3
44,,,2024,,ZQFA3,3
44,,,2024,,ZQFA3,3
44,,,2024,,ZQFA3,3
44,,,2024,,ZQ10,10
45,,,2024,,HGS42XHG,1
45,,,2024,,FFS62QE,2
45,,,2024,,ZLUN,4
45,,,2024,,AHS11,9
45,,,2024,,MGS22QT,13
45,,,2024,,PPS82QB,1
45,,,2024,,SBS22H,15
45,,,2024,,EES82QFC,29
45,,,2024,,ZQFB1,1
45,,,2024,,ZQ02,2
45,,,2024,,ZQ02,2
45,,,2024,,ZQ02,2
45,,,2024,,ZQ02,2
45,,,2024,,ZQ02,2
45,,,2024,,ZQ02,2
45,,,2024,,ZQFB8,8
45,,,2024,,ZQFB8,8
45,,,2024,,ZQFB8,8
46,,,2024,,HGS42XHG,1
46,,,2024,,FFS62QE,2
46,,,2024,,ZLUN,6
46,,,2024,,PPS82QB,6
46,,,2024,,AHS11,5
46,,,2024,,EES82QFC,21
46,,,2024,,SBS22H,17
46,,,2024,,MGS22QT,3
46,,,2024,,ZQ01,1
46,,,2024,,ZQ01,1
46,,,2024,,ZQ01,1
46,,,2024,,ZQ01,1
46,,,2024,,ZQ01,1
46,,,2024,,ZQ01,1
46,,,2024,,ZQFB7,7
46,,,2024,,ZQFB7,7
46,,,2024,,ZQFA9,9
46,,,2024,,ZQFA9,9
47,,,2024,,HGS42XHG,1
47,,,2024,,FFS62QE,3
47,,,2024,,MGS22QT,9
47,,,2024,,EES82QFC,21
47,,,2024,,ZLUN,5
47,,,2024,,AHS11,11
47,,,2024,,PWS82QA,7
47,,,2024,,SBS22H,3
47,,,2024,,ZQFB1,1
47,,,2024,,ZQFB1,1
47,,,2024,,ZQFB1,1
47,,,2024,,ZQFB1,1
47,,,2024,,ZQFB1,1
47,,,2024,,ZQFB1,1
47,,,2024,,ZQ07,7
47,,,2024,,ZQ07,7
47,,,2024,,ZQ07,7
48,,,2024,,FFS64,3
48,,,2024,,ZLUN,5
48,,,2024,,PPS82QA,1
48,,,2024,,AHS11,2
48,,,2024,,EES82QFC,23
48,,,2024,,HGS42,14
48,,,2024,,MGS22QT,16
48,,,2024,,SBS22H,7
48,,,2024,,ZQFA1,1
48,,,2024,,ZQFA1,1
48,,,2024,,ZQFA3,3
48,,,2024,,ZQFA3,3
48,,,2024,,ZQFA3,3
48,,,2024,,ZQFA3,3
48,,,2024,,ZQFA3,3
48,,,2024,,ZQFA3,3
48,,,2024,,ZQFA3,3
48,,,2024,,ZQ10,10
49,,,2024,,FFS64,2
49,,,2024,,ZLUN,4
49,,,2024,,PPS82QA,4
49,,,2024,,AHS11,3
49,,,2024,,EES82QFC,22
49,,,2024,,SBS22H,11
49,,,2024,,HGS42,15
49,,,2024,,MGS22QT,19
49,,,2024,,ZQ01,1
49,,,2024,,ZQ01,1
49,,,2024,,ZQ01,1
49,,,2024,,ZQ01,1
49,,,2024,,ZQ01,1
49,,,2024,,ZQ01,1
49,,,2024,,ZQ01,1
49,,,2024,,ZQ01,1
49,,,2024,,ZQ01,1
49,,,2024,,ZQ10,10
50,,,2024,,FFS64,1
50,,,2024,,HGS42,9
50,,,2024,,PPS82QA,6
50,,,2024,,ZLUN,5
50,,,2024,,EES82QFC,17
50,,,2024,,SBS22H,14
50,,,2024,,AHS11,3
50,,,2024,,MGS22QT,5
50,,,2024,,ZQ09,9
50,,,2024,,ZQ10,10
51,,,2024,,FFS64,1
51,,,2024,,HGS42,10
51,,,2024,,ZLUN,7
51,,,2024,,AHS11,2
51,,,2024,,EES82QFC,22
51,,,2024,,PPS82QA,2
51,,,2024,,SBS22H,8
51,,,2024,,MGS22QT,19
51,,,2024,,ZQFA3,3
51,,,2024,,ZQFA3,3
51,,,2024,,ZQFA3,3
51,,,2024,,ZQFA6,6
51,,,2024,,ZQFA6,6
51,,,2024,,ZQFA6,6
51,,,2024,,ZQFA6,6
51,,,2024,,ZQ10,10
52,,,2024,,MQS82QP1,1
52,,,2024,,UQS11,1
52,,,2024,,FFS64,3
52,,,2024,,ZLUN,6
52,,,2024,,SBS22X,3
52,,,2024,,PPS82QA,2
52,,,2024,,AHS11,2
52,,,2024,,MPS22X,18
52,,,2024,,HGS42,18
52,,,2024,,EES82QFC,20
53,,,2024,,UDS11Q8,1
53,,,2024,,FGS62,1
53,,,2024,,MGS22QE,3
53,,,2024,,ZLUN,5
53,,,2024,,PPS82QA,3
53,,,2024,,AHS11,12
53,,,2024,,SBS22H,10
53,,,2024,,HGS42,7
53,,,2024,,EES82QFC,4
53,,,2024,,ZQFA4,4
53,,,2024,,ZQFA4,4
53,,,2024,,ZQFA4,4
